Supplier Name,Region,Country,Function,Service,Avg. Cost($),Rating,Average Delivery Time (days),Number of Escalations,Year,Resources,Delivery Frequency,Lead Time (days),Total Shipments,On-Time Delivery Rate (%),Customer Satisfaction Score,Return Rate (%),Contract Duration (months),Geographical Coverage,Technology Used
IBM,North America,Mauritania,IT & Infrastructure,Mainframe services,150k,80,25,50,2018,5311,Monthly,15,2731,63,6,20,19,Local,Blockchain
Capgemini,APAC,Niger,Consulting,Mainframe services,150k,81,25,44,2016,6186,Monthly,16,5110,66,6,20,17,Local,Blockchain
Genpact,North America,Ethiopia,IT & Infrastructure,Applications Development,100k,78,6,10,2018,6744,Monthly,4,5621,92,10,8,19,National,RFID
Genpact,Europe,Pakistan,Consulting,Mainframe services,150k,99,25,20,2017,9818,Daily,12,3014,78,7,20,15,National,Blockchain
Capgemini,North America,San Marino,IT & Infrastructure,Applications Development,100k,92,2,10,2017,9729,Daily,1,5896,94,10,6,22,National,RFID
Infosys,North America,Tanzania,IT & Infrastructure,Applications Development & Maintenance,150k,84,14,29,2014,5028,Weekly,5,9078,79,7,20,30,Local,IoT Sensors
Genpact,APAC,Cuba,IT & Infrastructure,Mainframe services,150k,84,23,46,2016,3381,Daily,17,303,66,6,20,34,National,Blockchain
Genpact,North America,Malta,IT & Infrastructure,Applications Development & Maintenance,150k,97,17,24,2018,7342,Daily,9,4384,80,8,20,25,International,IoT Sensors
IBM,Europe,Mauritania,Consulting,Mainframe services,150k,72,25,31,2016,6270,Weekly,16,4145,73,7,20,19,International,Blockchain
Infosys,Europe,Montenegro,IT & Infrastructure,Applications Development & Maintenance,150k,93,17,27,2017,4669,Daily,9,7723,79,7,20,22,National,IoT Sensors
Capgemini,APAC,Palestinian Territory,IT & Infrastructure,Applications Development,100k,70,8,8,2018,1942,Weekly,5,5795,92,10,8,21,National,RFID
IBM,Europe,Turkmenistan,Consulting,Applications Development & Maintenance,150k,100,15,12,2014,9041,Daily,10,7158,87,10,13,35,International,IoT Sensors
IBM,North America,Serbia,IT & Infrastructure,Applications Development & Maintenance,150k,88,20,24,2018,3363,Weekly,6,8941,78,7,20,21,International,IoT Sensors
IBM,Europe,Guinea,IT & Infrastructure,Mainframe services,150k,94,20,42,2014,2042,Daily,19,8779,69,6,20,36,National,Blockchain
Genpact,APAC,Japan,IT & Infrastructure,Applications Development & Maintenance,150k,90,13,29,2018,2957,Monthly,6,5536,80,8,20,36,Local,IoT Sensors
Capgemini,APAC,New Caledonia,Consulting,Applications Development,100k,75,7,7,2014,6098,Weekly,5,5918,94,10,6,18,Local,RFID
Capgemini,APAC,Mauritania,IT & Infrastructure,Service Desk,100k,81,16,15,2014,6565,Weekly,12,7501,85,10,15,16,Local,GPS Tracking
IBM,APAC,Germany,IT & Infrastructure,Mainframe services,150k,70,20,37,2014,1076,Daily,19,5455,72,7,20,13,National,Blockchain
Genpact,APAC,Colombia,HR,Mainframe services,150k,89,29,31,2018,3978,Daily,19,8868,71,7,20,14,Local,Blockchain
Genpact,North America,New Zealand,HR,Mainframe services,150k,97,22,39,2016,9312,Daily,20,2538,70,7,20,23,National,Blockchain
IBM,North America,Equatorial Guinea,IT & Infrastructure,Applications Development,100k,81,9,2,2016,9494,Monthly,1,2842,95,10,5,24,Local,RFID
Capgemini,Europe,Mauritania,HR,Service Desk,100k,96,17,29,2018,8338,Daily,14,2006,78,7,20,17,International,GPS Tracking
Capgemini,APAC,New Caledonia,Consulting,Applications Development,100k,71,6,3,2017,1960,Weekly,2,7971,96,10,4,15,International,RFID
Capgemini,Europe,Belgium,HR,Applications Development,100k,76,6,9,2017,6248,Monthly,1,2319,93,10,7,21,National,RFID
Capgemini,APAC,Netherlands,Consulting,Applications Development & Maintenance,150k,70,16,22,2018,2709,Weekly,10,5367,81,9,19,25,International,IoT Sensors
IBM,Europe,Costa Rica,HR,Service Desk,100k,71,19,25,2014,4081,Monthly,11,1561,79,7,20,24,National,GPS Tracking
Infosys,North America,Tokelau,Consulting,Applications Development & Maintenance,150k,76,10,27,2017,9810,Monthly,7,959,82,9,18,12,International,IoT Sensors
IBM,Europe,Lesotho,HR,Service Desk,100k,71,23,15,2016,2616,Monthly,13,7591,82,9,18,20,Local,GPS Tracking
Genpact,Europe,Yemen,HR,Applications Development & Maintenance,150k,89,11,16,2014,1741,Monthly,7,6350,87,10,13,27,Local,IoT Sensors
Capgemini,APAC,Pakistan,Consulting,Applications Development,100k,99,4,6,2018,1733,Weekly,1,2654,95,10,5,14,Local,RFID
IBM,APAC,Falkland Islands (Malvinas),HR,Applications Development & Maintenance,150k,93,14,23,2017,7704,Monthly,10,267,82,9,18,33,National,IoT Sensors
Infosys,Europe,United States of America,HR,Service Desk,100k,82,18,25,2014,8358,Weekly,9,2211,79,7,20,16,International,GPS Tracking
Capgemini,APAC,Germany,IT & Infrastructure,Applications Development & Maintenance,150k,87,11,13,2017,3742,Daily,10,4302,89,10,11,17,International,IoT Sensors
IBM,APAC,Slovakia (Slovak Republic),IT & Infrastructure,Service Desk,100k,82,19,19,2016,2417,Weekly,13,9189,82,9,18,21,National,GPS Tracking
Infosys,APAC,Norfolk Island,IT & Infrastructure,Applications Development & Maintenance,150k,71,10,25,2018,4022,Daily,9,1469,83,10,17,27,International,IoT Sensors
Genpact,North America,Palestinian Territory,HR,Applications Development,100k,94,10,6,2014,9251,Daily,4,3196,92,10,8,19,Local,RFID
IBM,North America,Antarctica (the territory South of 60 deg S),IT & Infrastructure,Mainframe services,150k,81,20,50,2018,4287,Daily,19,1024,65,6,20,16,National,Blockchain
Genpact,Europe,Zimbabwe,IT & Infrastructure,Service Desk,100k,80,23,12,2018,1414,Daily,9,7317,83,10,17,15,Local,GPS Tracking
Genpact,Europe,Cape Verde,Consulting,Applications Development & Maintenance,150k,71,14,27,2014,2067,Monthly,9,6816,80,8,20,17,International,IoT Sensors
Genpact,APAC,Norfolk Island,HR,Applications Development,100k,77,6,6,2014,7245,Monthly,2,156,94,10,6,12,International,RFID
Infosys,Europe,Tunisia,HR,Applications Development,100k,72,2,4,2014,8805,Weekly,5,9463,97,10,3,24,International,RFID
Genpact,Europe,Cameroon,Consulting,Service Desk,100k,89,24,22,2017,6654,Weekly,15,7554,77,7,20,19,National,GPS Tracking
IBM,Europe,British Indian Ocean Territory (Chagos Archipelago),HR,Applications Development & Maintenance,150k,75,15,17,2018,5214,Weekly,9,2726,85,10,15,16,National,IoT Sensors
Capgemini,Europe,Niue,HR,Applications Development,100k,97,3,1,2016,7590,Weekly,3,2148,99,10,1,19,International,RFID
Capgemini,Europe,Maldives,Consulting,Mainframe services,150k,84,26,48,2018,8594,Daily,16,6056,63,6,20,25,National,Blockchain
Genpact,APAC,United States Minor Outlying Islands,IT & Infrastructure,Mainframe services,150k,92,22,43,2016,4188,Monthly,16,6054,68,6,20,28,National,Blockchain
Genpact,North America,Ukraine,IT & Infrastructure,Service Desk,100k,87,19,16,2018,5920,Weekly,15,6852,83,10,17,18,Local,GPS Tracking
Capgemini,Europe,Timor-Leste,Consulting,Applications Development & Maintenance,150k,75,18,15,2018,1390,Daily,7,3482,84,10,16,33,National,IoT Sensors
Genpact,Europe,Lao People's Democratic Republic,Consulting,Applications Development & Maintenance,150k,88,20,28,2016,3468,Weekly,10,6838,76,7,20,36,National,IoT Sensors
Infosys,Europe,Gambia,IT & Infrastructure,Service Desk,100k,95,22,20,2014,2404,Daily,7,451,79,7,20,21,Local,GPS Tracking
Genpact,APAC,Egypt,Consulting,Applications Development,100k,96,6,6,2014,6946,Weekly,1,5269,94,10,6,15,International,RFID
Infosys,Europe,Monaco,IT & Infrastructure,Service Desk,100k,98,17,19,2016,3674,Weekly,10,6902,83,10,17,16,Local,GPS Tracking
IBM,Europe,Anguilla,IT & Infrastructure,Service Desk,100k,73,23,30,2016,8289,Daily,13,1690,74,7,20,19,Local,GPS Tracking
Infosys,Europe,Saint Helena,HR,Applications Development & Maintenance,150k,96,16,25,2017,8224,Weekly,8,9682,80,8,20,17,International,IoT Sensors
IBM,APAC,British Virgin Islands,Consulting,Applications Development & Maintenance,150k,72,17,28,2016,3210,Weekly,5,5016,78,7,20,23,International,IoT Sensors
IBM,North America,Albania,HR,Service Desk,100k,95,25,16,2014,6811,Daily,6,9976,80,8,20,22,National,GPS Tracking
IBM,APAC,Nigeria,HR,Applications Development,100k,78,7,3,2014,9021,Monthly,5,5319,96,10,4,17,Local,RFID
Capgemini,North America,Guyana,IT & Infrastructure,Applications Development,100k,78,5,5,2018,2314,Monthly,2,5554,96,10,4,19,International,RFID
IBM,North America,Czech Republic,IT & Infrastructure,Applications Development,100k,98,1,10,2018,7226,Daily,5,6463,95,10,5,12,Local,RFID
Capgemini,North America,Bermuda,HR,Mainframe services,150k,80,25,31,2016,6672,Monthly,16,4385,73,7,20,28,International,Blockchain
Infosys,Europe,Saint Pierre and Miquelon,Consulting,Applications Development & Maintenance,150k,97,14,12,2014,1376,Weekly,7,2205,87,10,13,26,Local,IoT Sensors
Genpact,APAC,Colombia,IT & Infrastructure,Applications Development & Maintenance,150k,70,15,12,2014,6589,Daily,6,1253,87,10,13,16,Local,IoT Sensors
Infosys,APAC,Guyana,HR,Service Desk,100k,74,25,13,2016,2329,Monthly,10,3140,82,9,18,21,Local,GPS Tracking
Infosys,North America,Brazil,Consulting,Applications Development,100k,90,4,4,2016,8799,Daily,4,3332,96,10,4,12,International,RFID
Infosys,North America,Brunei Darussalam,IT & Infrastructure,Service Desk,100k,86,22,19,2014,2303,Monthly,7,2981,80,8,20,23,Local,GPS Tracking
Infosys,Europe,Croatia,IT & Infrastructure,Mainframe services,150k,76,29,26,2016,6265,Daily,18,3830,73,7,20,34,Local,Blockchain
IBM,APAC,India,Consulting,Service Desk,100k,78,19,29,2017,4944,Monthly,14,8792,77,7,20,18,Local,GPS Tracking
Capgemini,North America,American Samoa,HR,Mainframe services,150k,71,21,21,2018,2309,Weekly,12,7406,80,8,20,14,Local,Blockchain
Infosys,Europe,Nicaragua,Consulting,Applications Development,100k,93,6,10,2017,8385,Weekly,5,5967,92,10,8,22,International,RFID
Genpact,APAC,Serbia,HR,Service Desk,100k,75,19,25,2014,6781,Weekly,12,6813,79,7,20,17,National,GPS Tracking
Genpact,APAC,Ecuador,HR,Service Desk,100k,94,22,24,2018,7874,Weekly,11,501,77,7,20,19,Local,GPS Tracking
Infosys,North America,Malawi,HR,Mainframe services,150k,98,22,32,2016,3474,Weekly,20,9814,73,7,20,23,Local,Blockchain
IBM,North America,Bouvet Island (Bouvetoya),IT & Infrastructure,Applications Development & Maintenance,150k,70,16,25,2018,7426,Daily,5,2693,80,8,20,16,National,IoT Sensors
Capgemini,North America,Lebanon,Consulting,Mainframe services,150k,100,27,39,2016,8984,Daily,13,1079,68,6,20,35,National,Blockchain
Genpact,APAC,United States Virgin Islands,HR,Applications Development,100k,100,8,10,2018,4545,Daily,3,6921,91,10,9,16,National,RFID
Capgemini,Europe,Barbados,IT & Infrastructure,Applications Development,100k,89,6,5,2016,9677,Weekly,2,4718,95,10,5,22,National,RFID
Infosys,APAC,Bhutan,Consulting,Mainframe services,150k,81,25,38,2018,5032,Monthly,12,3531,69,6,20,27,National,Blockchain
IBM,Europe,Latvia,Consulting,Applications Development & Maintenance,150k,92,17,18,2016,3082,Weekly,10,5372,83,10,17,29,International,IoT Sensors
Capgemini,Europe,Nicaragua,Consulting,Applications Development & Maintenance,150k,98,19,17,2014,6135,Monthly,9,8471,83,10,17,19,Local,IoT Sensors
Capgemini,North America,Seychelles,HR,Service Desk,100k,98,20,12,2017,2096,Daily,14,7464,84,10,16,20,National,GPS Tracking
Infosys,North America,Costa Rica,IT & Infrastructure,Applications Development & Maintenance,150k,77,12,21,2014,6361,Weekly,10,5935,84,10,16,36,International,IoT Sensors
IBM,Europe,Thailand,HR,Service Desk,100k,76,19,20,2016,2972,Monthly,7,4943,81,9,19,19,International,GPS Tracking
Genpact,North America,Taiwan,Consulting,Applications Development,100k,92,9,9,2014,5885,Monthly,2,4376,92,10,8,16,Local,RFID
Capgemini,APAC,Gibraltar,Consulting,Applications Development & Maintenance,150k,84,10,30,2016,8318,Weekly,5,6359,80,8,20,32,International,IoT Sensors
Capgemini,North America,Madagascar,IT & Infrastructure,Applications Development & Maintenance,150k,92,15,13,2018,5665,Monthly,8,2768,87,10,13,20,International,IoT Sensors
Capgemini,North America,Syrian Arab Republic,IT & Infrastructure,Applications Development & Maintenance,150k,80,11,11,2018,1417,Weekly,5,7214,90,10,10,22,International,IoT Sensors
Infosys,Europe,Antarctica (the territory South of 60 deg S),Consulting,Mainframe services,150k,80,25,39,2014,9383,Weekly,12,1015,69,6,20,36,International,Blockchain
Infosys,Europe,Zambia,IT & Infrastructure,Applications Development & Maintenance,150k,100,11,14,2016,2505,Weekly,5,6003,88,10,12,16,National,IoT Sensors
Capgemini,North America,Cyprus,HR,Mainframe services,150k,71,25,44,2018,7487,Daily,16,2639,66,6,20,14,International,Blockchain
IBM,APAC,Italy,IT & Infrastructure,Applications Development,100k,71,3,2,2014,1859,Daily,4,3794,98,10,2,24,National,RFID
IBM,North America,Christmas Island,Consulting,Applications Development,100k,94,4,3,2018,1315,Daily,2,8459,97,10,3,14,National,RFID
Infosys,APAC,Belgium,HR,Service Desk,100k,71,21,27,2016,4760,Daily,15,9647,77,7,20,13,National,GPS Tracking
Genpact,North America,Netherlands Antilles,IT & Infrastructure,Applications Development,100k,74,10,6,2014,5610,Weekly,1,4452,92,10,8,20,International,RFID
IBM,North America,El Salvador,IT & Infrastructure,Mainframe services,150k,80,22,46,2017,7432,Monthly,16,2052,66,6,20,18,International,Blockchain
Capgemini,APAC,Bosnia and Herzegovina,IT & Infrastructure,Mainframe services,150k,73,27,39,2014,7348,Weekly,10,1848,68,6,20,32,International,Blockchain
IBM,North America,Montserrat,Consulting,Applications Development & Maintenance,150k,71,14,16,2016,5134,Daily,9,3652,85,10,15,30,International,IoT Sensors
Genpact,North America,Iran,HR,Applications Development,100k,82,4,3,2017,8501,Weekly,1,6502,97,10,3,17,International,RFID
Genpact,APAC,Cameroon,HR,Applications Development & Maintenance,150k,73,18,29,2014,1511,Weekly,8,919,77,7,20,21,Local,IoT Sensors
Genpact,APAC,Gambia,IT & Infrastructure,Mainframe services,150k,81,27,32,2016,4125,Daily,14,7033,71,7,20,35,International,Blockchain
IBM,APAC,Australia,IT & Infrastructure,Mainframe services,150k,79,26,40,2016,5304,Daily,14,7586,67,6,20,12,Local,Blockchain
Infosys,APAC,North Macedonia,HR,Applications Development,100k,77,8,3,2018,5475,Monthly,1,4524,95,10,5,12,Local,RFID
Capgemini,APAC,Northern Mariana Islands,IT & Infrastructure,Service Desk,100k,85,18,12,2018,8630,Daily,7,6857,85,10,15,18,Local,GPS Tracking
IBM,Europe,Christmas Island,Consulting,Applications Development,100k,76,2,5,2017,1399,Monthly,1,4555,97,10,3,23,Local,RFID
Capgemini,Europe,Maldives,HR,Applications Development & Maintenance,150k,85,10,30,2016,1774,Monthly,8,4794,80,8,20,13,National,IoT Sensors
Genpact,North America,Congo,HR,Applications Development,100k,98,8,8,2017,9859,Monthly,3,2487,92,10,8,20,National,RFID
Capgemini,North America,Turkey,Consulting,Mainframe services,150k,74,29,32,2018,9884,Weekly,12,6781,70,7,20,23,National,Blockchain
IBM,Europe,Switzerland,Consulting,Service Desk,100k,84,19,14,2016,1700,Daily,14,5727,84,10,16,17,International,GPS Tracking
Genpact,Europe,Puerto Rico,IT & Infrastructure,Applications Development & Maintenance,150k,96,18,30,2016,7493,Monthly,7,1439,76,7,20,35,National,IoT Sensors
Infosys,North America,Bangladesh,HR,Applications Development,100k,91,1,9,2016,4715,Monthly,5,5586,96,10,4,13,National,RFID
Capgemini,APAC,Lithuania,HR,Applications Development,100k,81,9,7,2018,2743,Weekly,3,3799,93,10,7,20,International,RFID
Infosys,North America,Armenia,IT & Infrastructure,Service Desk,100k,99,15,26,2014,6022,Daily,8,4062,80,8,20,24,National,GPS Tracking
Infosys,APAC,Sri Lanka,IT & Infrastructure,Mainframe services,150k,79,30,23,2014,4392,Daily,18,3142,74,7,20,18,International,Blockchain
IBM,Europe,Mayotte,Consulting,Applications Development,100k,70,8,2,2017,6622,Daily,3,6452,95,10,5,18,National,RFID
Infosys,Europe,Ireland,Consulting,Applications Development & Maintenance,150k,71,19,28,2018,6236,Weekly,8,5858,77,7,20,27,Local,IoT Sensors
Infosys,North America,Bahamas,HR,Mainframe services,150k,88,26,44,2017,9033,Monthly,17,547,65,6,20,29,National,Blockchain
Infosys,APAC,Mongolia,IT & Infrastructure,Applications Development,100k,93,8,5,2014,8449,Weekly,1,6323,94,10,6,20,International,RFID
IBM,Europe,Turkey,HR,Mainframe services,150k,97,27,21,2018,4548,Daily,19,6827,77,7,20,22,Local,Blockchain
Capgemini,APAC,Cape Verde,HR,Applications Development,100k,75,10,1,2018,5501,Monthly,2,9357,95,10,5,20,National,RFID
Genpact,North America,Equatorial Guinea,Consulting,Applications Development,100k,97,2,9,2016,1652,Weekly,5,4856,95,10,5,19,International,RFID
Genpact,North America,Turkey,Consulting,Mainframe services,150k,77,30,24,2014,7345,Weekly,11,2993,73,7,20,14,National,Blockchain
Capgemini,APAC,Taiwan,HR,Applications Development,100k,84,4,6,2014,2663,Weekly,2,2794,95,10,5,22,Local,RFID
Capgemini,North America,Azerbaijan,HR,Applications Development & Maintenance,150k,83,19,10,2014,9604,Monthly,9,6134,86,10,14,26,International,IoT Sensors
Capgemini,APAC,Costa Rica,IT & Infrastructure,Applications Development,100k,72,1,5,2017,6859,Weekly,4,7876,98,10,2,18,National,RFID
Genpact,Europe,French Polynesia,IT & Infrastructure,Applications Development & Maintenance,150k,84,10,15,2017,5309,Daily,5,7929,88,10,12,14,Local,IoT Sensors
Genpact,APAC,Cote d'Ivoire,IT & Infrastructure,Applications Development & Maintenance,150k,79,11,27,2016,7401,Monthly,8,283,82,9,18,13,National,IoT Sensors
IBM,Europe,Saint Barthelemy,HR,Applications Development,100k,70,2,9,2017,3245,Monthly,1,5335,95,10,5,22,Local,RFID
Capgemini,APAC,Pitcairn Islands,IT & Infrastructure,Service Desk,100k,75,25,25,2018,9870,Daily,8,1261,76,7,20,19,Local,GPS Tracking
Infosys,Europe,Zimbabwe,IT & Infrastructure,Applications Development & Maintenance,150k,77,11,25,2018,6926,Monthly,6,3792,83,10,17,28,National,IoT Sensors
Capgemini,APAC,Ghana,IT & Infrastructure,Service Desk,100k,91,15,20,2017,7402,Daily,11,7469,83,10,17,24,International,GPS Tracking
Capgemini,Europe,Finland,HR,Applications Development & Maintenance,150k,75,17,29,2016,9540,Monthly,6,4812,78,7,20,28,National,IoT Sensors
Infosys,Europe,Panama,IT & Infrastructure,Applications Development,100k,94,1,7,2014,7054,Weekly,5,4644,97,10,3,13,National,RFID
IBM,North America,China,Consulting,Mainframe services,150k,86,25,29,2018,7325,Weekly,20,9759,74,7,20,29,International,Blockchain
Infosys,North America,Cape Verde,HR,Applications Development & Maintenance,150k,78,11,25,2017,5734,Weekly,7,9839,83,10,17,22,International,IoT Sensors
IBM,North America,Ireland,IT & Infrastructure,Applications Development & Maintenance,150k,96,13,28,2017,9481,Weekly,7,6842,80,8,20,18,National,IoT Sensors
Genpact,Europe,Mali,Consulting,Mainframe services,150k,76,30,41,2017,9892,Monthly,16,9158,65,6,20,18,National,Blockchain
IBM,Europe,Austria,IT & Infrastructure,Applications Development & Maintenance,150k,76,18,15,2017,3999,Weekly,9,8242,84,10,16,15,National,IoT Sensors
IBM,APAC,Sweden,Consulting,Applications Development & Maintenance,150k,89,14,28,2014,5137,Weekly,8,2138,79,7,20,26,National,IoT Sensors
Capgemini,Europe,Palau,HR,Service Desk,100k,96,18,18,2017,9374,Daily,6,9397,82,9,18,19,National,GPS Tracking
Infosys,North America,Finland,Consulting,Applications Development & Maintenance,150k,82,16,30,2017,2956,Weekly,5,2389,77,7,20,27,Local,IoT Sensors
Infosys,Europe,Jamaica,HR,Applications Development,100k,78,1,2,2016,2571,Weekly,1,7034,99,10,1,16,Local,RFID
IBM,Europe,Benin,HR,Applications Development,100k,78,1,1,2017,8041,Monthly,5,4043,100,10,0,13,Local,RFID
IBM,APAC,Rwanda,IT & Infrastructure,Applications Development & Maintenance,150k,70,19,18,2017,4602,Monthly,9,2915,82,9,18,29,National,IoT Sensors
IBM,North America,United Arab Emirates,IT & Infrastructure,Applications Development & Maintenance,150k,73,10,15,2016,7658,Monthly,9,3720,88,10,12,14,Local,IoT Sensors
